frame, face_id, timestamp, confidence, success, gaze_angle_x, gaze_angle_y, face_x, face_y, face_z, up/down, turn, tilt
159, 0, 5.272, 0.98, 1, -14.964, 6.747, 342.9, -163.1, 1542.8, 3.586, 18.203, -6.697
160, 0, 5.305, 0.98, 1, -14.891, 6.822, 343.0, -163.1, 1542.7, 3.690, 18.089, -6.657
161, 0, 5.339, 0.98, 1, -14.992, 6.874, 343.1, -163.1, 1543.3, 3.737, 18.295, -6.585
162, 0, 5.372, 0.98, 1, -15.077, 6.833, 343.4, -163.4, 1545.1, 3.758, 18.406, -6.547
163, 0, 5.405, 0.98, 1, -15.165, 6.798, 343.5, -163.7, 1544.8, 3.653, 18.504, -6.543
164, 0, 5.439, 0.98, 1, -15.316, 7.108, 343.3, -163.4, 1543.8, 4.026, 18.729, -6.624
165, 0, 5.472, 0.98, 1, -15.376, 7.071, 342.9, -163.5, 1544.3, 4.031, 18.816, -6.570
166, 0, 5.506, 0.98, 1, -15.449, 7.417, 342.2, -163.0, 1542.2, 4.413, 18.896, -6.646
167, 0, 5.539, 0.98, 1, -15.576, 7.649, 342.2, -162.6, 1543.3, 4.689, 19.099, -6.719
168, 0, 5.572, 0.98, 1, -15.612, 7.790, 341.8, -162.3, 1542.7, 4.820, 19.184, -6.799
169, 0, 5.606, 0.98, 1, -15.722, 7.841, 341.9, -162.5, 1543.6, 4.883, 19.359, -6.793
170, 0, 5.639, 0.98, 1, -15.756, 7.903, 341.7, -162.4, 1543.5, 4.942, 19.400, -6.802
171, 0, 5.672, 0.98, 1, -15.812, 7.864, 341.5, -162.2, 1542.3, 4.893, 19.464, -6.788
172, 0, 5.706, 0.98, 1, -15.884, 7.837, 341.5, -162.2, 1542.1, 4.853, 19.559, -6.732
173, 0, 5.739, 0.98, 1, -16.048, 7.972, 341.0, -162.2, 1542.0, 4.998, 19.793, -6.703
174, 0, 5.772, 0.98, 1, -16.205, 8.011, 340.7, -162.1, 1541.9, 5.125, 19.977, -6.693
175, 0, 5.806, 0.98, 1, -16.301, 8.135, 340.5, -161.9, 1542.1, 5.214, 20.167, -6.729
176, 0, 5.839, 0.98, 1, -16.485, 8.147, 339.8, -161.4, 1541.8, 5.277, 20.405, -6.692
177, 0, 5.873, 0.98, 1, -16.717, 8.151, 339.1, -161.4, 1540.3, 5.184, 20.772, -6.626
178, 0, 5.906, 0.98, 1, -16.817, 8.106, 338.9, -161.2, 1541.0, 5.284, 20.893, -6.630
179, 0, 5.939, 0.98, 1, -17.024, 8.057, 338.2, -161.1, 1540.2, 5.252, 21.201, -6.606
180, 0, 5.973, 0.98, 1, -17.136, 8.057, 338.1, -161.0, 1539.9, 5.177, 21.362, -6.544
181, 0, 6.006, 0.98, 1, -17.287, 8.125, 337.6, -160.7, 1539.1, 5.200, 21.584, -6.607
182, 0, 6.039, 0.98, 1, -17.442, 8.180, 337.2, -160.8, 1539.1, 5.315, 21.772, -6.658
183, 0, 6.073, 0.98, 1, -17.890, 8.696, 336.7, -160.5, 1540.0, 6.083, 22.296, -6.191
184, 0, 6.106, 0.98, 1, -17.315, 10.042, 338.2, -161.6, 1545.6, 6.991, 21.171, -5.596
185, 0, 6.139, 0.98, 1, -17.442, 10.725, 339.8, -161.4, 1552.6, 6.240, 22.002, -6.448
186, 0, 6.173, 0.98, 1, -17.547, 12.871, 341.2, -162.3, 1567.4, 7.317, 21.446, -5.315
187, 0, 6.206, 0.98, 1, -18.134, 13.204, 338.9, -160.9, 1559.1, 7.467, 22.574, -6.074
188, 0, 6.240, 0.98, 1, -18.896, 13.307, 337.6, -160.8, 1561.6, 8.049, 23.144, -4.957
189, 0, 6.273, 0.98, 1, -19.739, 13.519, 334.2, -159.4, 1556.0, 8.870, 24.139, -4.845
190, 0, 6.306, 0.98, 1, -21.237, 13.723, 331.0, -158.3, 1552.3, 9.849, 26.063, -4.734
191, 0, 6.340, 0.98, 1, -22.437, 14.036, 327.5, -157.4, 1549.3, 10.678, 27.755, -4.523
192, 0, 6.373, 0.98, 1, -23.669, 14.235, 323.4, -156.0, 1541.4, 11.106, 29.560, -4.394
193, 0, 6.406, 0.98, 1, -24.608, 14.075, 320.6, -155.5, 1535.3, 11.097, 30.920, -3.969
194, 0, 6.440, 0.98, 1, -25.344, 14.107, 318.9, -154.7, 1534.3, 11.270, 31.837, -3.418
195, 0, 6.473, 0.98, 1, -25.823, 14.043, 318.7, -154.8, 1534.7, 11.199, 32.464, -2.862
196, 0, 6.507, 0.98, 1, -26.066, 13.966, 318.7, -154.6, 1534.4, 11.242, 32.745, -2.547
197, 0, 6.540, 0.98, 1, -26.102, 14.061, 318.9, -154.7, 1533.6, 11.379, 32.759, -2.243
198, 0, 6.573, 0.98, 1, -26.120, 13.941, 319.6, -155.0, 1534.6, 11.256, 32.718, -2.159
199, 0, 6.607, 0.98, 1, -26.145, 13.884, 320.7, -155.3, 1535.4, 11.240, 32.797, -2.080
200, 0, 6.640, 0.98, 1, -26.130, 13.898, 320.9, -155.0, 1534.7, 11.245, 32.741, -2.149
201, 0, 6.673, 0.98, 1, -26.207, 13.970, 321.2, -154.9, 1534.4, 11.284, 32.837, -2.252
202, 0, 6.707, 0.98, 1, -26.063, 14.128, 321.3, -154.8, 1532.8, 11.544, 32.690, -2.171
203, 0, 6.740, 0.98, 1, -26.120, 14.020, 321.2, -154.8, 1532.3, 11.499, 32.762, -2.164
204, 0, 6.773, 0.98, 1, -26.326, 13.984, 321.3, -154.8, 1532.9, 11.536, 32.993, -2.142
205, 0, 6.807, 0.98, 1, -26.343, 13.883, 321.3, -154.5, 1533.3, 11.484, 32.953, -2.059
206, 0, 6.840, 0.98, 1, -26.576, 13.742, 320.8, -154.1, 1530.4, 11.356, 33.322, -2.105
207, 0, 6.874, 0.98, 1, -26.544, 13.694, 321.5, -154.7, 1533.0, 11.240, 33.305, -2.049
208, 0, 6.907, 0.98, 1, -26.726, 13.672, 321.7, -154.6, 1532.7, 11.205, 33.580, -2.082
209, 0, 6.940, 0.98, 1, -26.558, 13.729, 321.7, -154.9, 1533.4, 11.299, 33.247, -1.926
210, 0, 6.974, 0.98, 1, -26.772, 13.694, 321.6, -154.7, 1532.4, 11.211, 33.570, -2.057
211, 0, 7.007, 0.98, 1, -26.628, 13.817, 321.3, -154.9, 1531.1, 11.487, 33.329, -2.090
212, 0, 7.040, 0.98, 1, -26.777, 13.910, 321.6, -154.8, 1532.2, 11.585, 33.587, -2.164
213, 0, 7.074, 0.98, 1, -26.635, 13.880, 321.0, -154.6, 1530.8, 11.552, 33.300, -2.157
214, 0, 7.107, 0.98, 1, -26.763, 13.644, 321.1, -154.8, 1531.1, 11.348, 33.504, -2.083
215, 0, 7.140, 0.98, 1, -26.561, 13.943, 321.5, -154.9, 1534.6, 11.598, 33.298, -2.205
216, 0, 7.174, 0.98, 1, -26.669, 13.976, 321.6, -155.3, 1535.4, 11.398, 33.455, -2.313
217, 0, 7.207, 0.98, 1, -26.642, 13.970, 321.1, -155.3, 1534.2, 11.402, 33.388, -2.233
218, 0, 7.241, 0.98, 1, -26.645, 14.053, 320.9, -155.2, 1533.8, 11.597, 33.443, -2.319
219, 0, 7.274, 0.98, 1, -26.742, 13.890, 320.1, -154.9, 1530.6, 11.457, 33.568, -2.164
220, 0, 7.307, 0.98, 1, -26.835, 13.818, 319.9, -154.6, 1530.6, 11.431, 33.677, -2.151
221, 0, 7.341, 0.98, 1, -27.080, 14.187, 320.8, -155.0, 1534.2, 11.554, 34.098, -2.348
222, 0, 7.374, 0.98, 1, -27.557, 15.214, 320.5, -155.0, 1534.1, 12.648, 34.893, -3.271
223, 0, 7.407, 0.98, 1, -28.047, 15.326, 319.8, -155.0, 1533.1, 12.796, 35.738, -3.421
224, 0, 7.441, 0.98, 1, -28.056, 15.146, 319.9, -155.1, 1534.3, 12.549, 35.819, -3.413
