frame, face_id, timestamp, confidence, success, gaze_angle_x, gaze_angle_y, face_x, face_y, face_z, up/down, turn, tilt,fvangleX,fvangleY,var_fvangleX,var_fvangleY,var_fvangle
3235,0,107.908,0.98,1,-3.573,34.654,594.9,-93.1,1392.5,25.996,1.049,13.347,-18.06060606,0,45.50955546,9.515935278,0
3236,0,107.941,0.98,1,-2.84,34.306,596.2,-92.7,1393.6,25.921,0.453,13.647,-1,1,34.9935359,9.515935278,0
3237,0,107.975,0.98,1,-2.868,34.633,598.2,-92.3,1395.6,25.955,0.419,13.585,-7.121212121,8.757575758,36.27357155,11.51764759,0
3238,0,108.008,0.98,1,-2.77,34.356,600,-92.3,1397.2,26.244,0.184,13.657,-0.878787879,2.757575758,39.90300612,8.498399676,0
3239,0,108.041,0.98,1,-2.299,34.342,601.9,-91.9,1399.1,26.335,0.155,13.488,-7.852941176,5.529411765,40.88230895,9.145001763,0
3240,0,108.075,0.98,1,-1.93,34.41,602.5,-91.4,1398,26.523,-0.112,13.6,-11.18181818,0,40.59017113,8.195068013,0
3241,0,108.108,0.98,1,-1.91,34.13,603.8,-91,1398.8,26.386,-0.481,13.761,-16.93939394,0,37.55342938,8.039298379,0
3242,0,108.141,0.98,1,-2.801,33.289,604.3,-90.8,1399.2,26.181,-1.04,14.12,-5.117647059,0,16.82355668,7.836937275,0
3243,0,108.175,0.98,1,-1.97,33.543,605.1,-90.8,1399.1,26.168,-1.214,14.113,-0.333333333,4.575757576,16.02869456,7.372939003,0
3244,0,108.208,0.98,1,-0.57,34.38,605.1,-90.5,1398.7,26.319,-1.225,14.142,0,0,16.05733933,6.731401569,0
3245,0,108.241,0.98,1,-1.204,34.482,606.5,-90.5,1401.3,26.29,-1.212,14.22,-12.67647059,0,15.84690942,6.731401569,0
3246,0,108.275,0.98,1,-0.461,34.334,606.8,-90.5,1401,25.897,-1.643,14.44,0,7.090909091,3.259706075,6.731401569,3.471695495
3247,0,108.308,0.98,1,-1.192,34.202,607.1,-90.6,1401.5,26.131,-1.53,14.374,0,5.764705882,3.259706075,3.659149038,0.399442963
3248,0,108.342,0.98,1,-0.981,34.402,607.3,-90.9,1401.9,26.327,-1.419,14.346,0,0,3.259706075,1.577506779,0
3249,0,108.375,0.98,1,-0.805,33.923,608.5,-90.8,1404.4,26.224,-1.417,14.319,-3.03030303,0.090909091,3.131346353,1.577506779,0
3250,0,108.408,0.98,1,-1.123,34.061,608.5,-91.1,1404.2,26.227,-1.517,14.399,0,3.441176471,2.70911993,1.596075713,0
3251,0,108.442,0.98,1,-0.858,34.232,608.8,-90.9,1405.2,26.344,-1.338,14.297,0,0.484848485,2.70911993,0.882929545,0
3252,0,108.475,0.98,1,-0.949,33.91,609,-91.2,1405.2,26.36,-1.279,14.364,0,1.363636364,2.70911993,0.924843565,0
3253,0,108.508,0.98,1,-0.69,33.872,609.4,-91.4,1406.1,26.405,-1.226,14.316,-0.235294118,1.735294118,2.70911993,2.224371224,0
3254,0,108.542,0.98,1,-0.726,34.064,609.3,-91.4,1405.4,26.464,-1.234,14.3,-2.787878788,0,2.752273495,2.244378566,0
3255,0,108.575,0.98,1,-1.081,33.797,610,-91.8,1407.8,26.295,-1.326,14.264,-4.941176471,0,2.379231129,2.244378566,0
3256,0,108.609,0.98,1,-1.248,33.591,609.1,-92,1405.6,26.152,-1.494,14.387,0,2.575757576,0.111515914,2.244378566,2.132862652
3257,0,108.642,0.98,1,-0.519,34.007,608.1,-91.9,1403.3,26.237,-1.426,14.338,0,0,0.111515914,2.007106859,1.895590945
3258,0,108.675,0.98,1,-0.049,34.074,608.8,-92,1404.4,26.119,-1.349,14.15,-0.764705882,0,0.111515914,2.007106859,1.895590945
3259,0,108.709,0.98,1,-0.821,34.189,608.9,-92.2,1405.1,26.04,-1.375,14.259,-0.818181818,0,0.066942149,2.007106859,1.94016471
3260,0,108.742,0.98,1,-0.815,34.148,608.8,-92.3,1404.9,25.83,-1.402,14.272,0,0,0,1.938731351,1.938731351
3261,0,108.775,0.98,1,-0.876,33.859,608.8,-92.5,1405.4,25.791,-1.32,14.189,0,1.294117647,0,2.449838861,2.449838861
3262,0,108.809,0.98,1,-0.505,34.638,608.2,-92.6,1405,25.835,-0.766,13.969,0,4.303030303,0,2.735622001,2.735622001
3263,0,108.842,0.98,1,-1.477,34.807,607.6,-92.9,1404.1,25.977,-0.451,13.873,0,1.848484848,0,1.736354219,1.736354219
3264,0,108.875,0.98,1,-2.13,34.403,607.2,-93.4,1404.4,26.038,-0.388,13.828,0,0,0,1.684879279,1.684879279
3265,0,108.909,0.98,1,-1.629,34.75,606.4,-93.8,1403.6,25.916,0.044,13.867,0,0,0,1.684879279,1.684879279
3266,0,108.942,0.98,1,-2.051,34.787,605.4,-94.2,1403.2,25.679,0.407,13.975,0,0,0,1.684879279,1.684879279
3267,0,108.976,0.98,1,-1.807,35.211,605,-94.5,1404.1,25.412,0.705,14.108,0,0,0,1.684879279,1.684879279
3268,0,109.009,0.98,1,-1.928,35.403,603.5,-94.7,1402.5,25.303,1.068,14.295,0,0,0,1.684879279,1.684879279
3269,0,109.042,0.98,1,-2.932,35.149,603.6,-95.2,1403.9,25.16,1.566,14.248,0,0.852941176,0,1.684879279,1.684879279
3270,0,109.076,0.98,1,-3.835,34.53,603.2,-95.5,1404,25.189,2.091,14.222,0,3.363636364,0,1.729874503,1.729874503
3271,0,109.109,0.98,1,-3.474,35.71,601.7,-95.5,1400.6,25.3,2.213,14.361,0,2.848484848,0,0.811386593,0.811386593
3272,0,109.142,0.98,1,-4.597,35.811,601.5,-95.7,1401.7,25.394,2.775,14.259,0,0,0,0,0
3273,0,109.176,0.98,1,-4.242,35.703,600.8,-95.8,1400.5,25.065,2.866,14.442,0,0,0,0,0
3274,0,109.209,0.98,1,-4.234,34.831,601.2,-96.4,1403.4,25.05,3.203,14.441,0,0,0,0,0
3275,0,109.242,0.98,1,-15.2,34.219,599.7,-96.8,1403.6,24.359,4.371,14.419,0,0,0,0,0
3276,0,109.276,0.98,1,-16.508,31.792,596.7,-97.4,1402.2,24.059,5.945,14.424,0,0,0,0,0
3277,0,109.309,0.98,1,-15.304,33.126,593.5,-98.4,1402,23.724,8.636,14.332,0,0,0,863.7730946,863.7730946
3278,0,109.343,0.98,1,-17.429,35.401,593.5,-100.2,1410.7,22.764,10.779,14.657,0,0,0,887.1911132,887.1911132
3279,0,109.376,0.98,1,-20.076,34.706,593.3,-102.6,1420.7,21.274,14.672,15.066,0,0,0,874.0963375,874.0963375
3280,0,109.409,0.98,1,-23.295,35.48,586.9,-103.9,1416.4,21.115,18.123,16.019,0,0,0,850.0985342,850.0985342
3281,0,109.443,0.98,1,-25.776,35.44,577.8,-104.5,1406.1,20.278,20.171,17.13,0,0,0,846.8568242,846.8568242
3282,0,109.476,0.98,1,-28.128,35.618,568.9,-105.5,1395,19.615,22.203,18.221,0,0,1.24567474,846.8568242,845.6111494
3283,0,109.509,0.98,1,-29.292,34.5,560.6,-106.4,1384,18.797,23.902,19.336,0,0,1.607112649,846.8568242,845.2497115
3284,0,109.543,0.98,1,-31.409,31.073,556.7,-108.1,1382.9,17.895,26.173,19.801,0,0,1.576829425,846.8568242,845.2799947
3285,0,109.576,0.98,1,-34.644,28.304,553.1,-109.4,1382.3,17.286,29.41,19.607,0,0,1.531295656,846.8568242,845.3255285
3286,0,109.61,0.98,1,-41.844,26.469,548,-110.7,1378.5,17.04,33.746,19.199,0,92.93939394,1.531295656,846.8568242,845.3255285
3287,0,109.643,0.98,1,-45.281,26.193,539.1,-110.9,1363.7,20.107,37.54,17.923,0,28.78787879,1.531295656,180.4948071,178.9635114
3288,0,109.676,0.98,1,-46.971,25.746,530.4,-111.2,1348.2,21.057,39.7,17.857,0,20.73529412,6.131999665,140.3519945,134.2199949
3289,0,109.71,0.98,1,-48.217,25.382,523.2,-110.9,1334.6,21.762,41.213,17.764,0,12.57575758,5.852681829,116.452362,110.5996802
3290,0,109.743,0.98,1,-48.398,24.808,518.8,-111.2,1327.9,22.177,41.709,17.94,0,33.48484848,7.938527599,110.2968774,102.3583498
3291,0,109.776,0.98,1,-48.505,24.857,516.1,-110.9,1324,23.282,41.908,17.981,-3.529411765,0,122.3940627,8.313661412,0
3292,0,109.81,0.98,1,-48.736,24.033,516,-111.2,1326.1,22.92,41.788,18.54,-2.333333333,0,122.5807922,8.110829168,0
3293,0,109.843,0.98,1,-48.35,22.994,515.8,-111.3,1327.4,22.429,41.711,19.101,-1,0,125.0281349,48.52491029,0
3294,0,109.876,0.98,1,-48.36,22.439,515.1,-111.2,1326.8,22.318,41.678,19.169,-1.117647059,0,126.1881072,48.05035367,0
3295,0,109.91,0.98,1,-48.187,21.835,515.2,-111.3,1327.8,22.234,41.64,19.166,0,0,127.4436395,46.68418095,0
3296,0,109.943,0.98,1,-48.282,21.854,514.5,-111.3,1326.6,22.127,41.7,19.148,0,0,127.4436395,47.74183011,0
3297,0,109.977,0.98,1,-48.451,21.57,514.6,-111.4,1327.1,21.904,41.738,19.174,-7.727272727,0,125.2346548,47.74183011,0
3298,0,110.01,0.98,1,-48.221,20.929,514.8,-111.7,1327.5,21.881,41.483,19.156,-1.242424242,7.333333333,125.4920086,47.74183011,0
3299,0,110.043,0.98,1,-48.298,22.218,514.6,-111.5,1327.5,22.123,41.442,18.886,-6.823529412,6.294117647,125.865578,49.18424115,0
3300,0,110.077,0.98,1,-46.123,26.814,518.5,-112.1,1337.9,22.337,41.21,18.847,-36.57575758,0,126.2270202,50.19598721,0
3301,0,110.11,0.93,1,-41.453,36.03,521.1,-112.1,1343.9,21.592,40.003,19.802,-3.212121212,1,19.75859861,49.13048793,29.37188932
3302,0,110.143,0.98,1,-42.875,34.632,519.4,-111.7,1339.5,21.625,39.897,19.667,0,21.79411765,33.6300403,49.93567708,16.30563677
3303,0,110.177,0.98,1,-46.673,30.362,520,-112.2,1341.8,22.366,41.039,18.649,0,0.636363636,325.4914014,11.60992911,0
3304,0,110.21,0.98,1,-47.229,27.193,518.6,-112.1,1337.9,22.387,41.052,18.543,0,2.303030303,400.3294637,11.82826398,0
3305,0,110.243,0.98,1,-47.138,25.781,518,-112.1,1336,22.463,41.083,18.445,0,9.823529412,611.83661,13.76701512,0
3306,0,110.277,0.98,1,-47.406,24.497,517.2,-111.8,1333.9,22.797,41.515,18.114,-10.18181818,0,750.1567686,16.88030634,0
3307,0,110.31,0.98,1,-47.468,23.177,516.5,-111.7,1331.5,22.537,41.179,18.299,-8.5,0,934.8113735,17.61997756,0
3308,0,110.344,0.98,1,-47.291,22.307,516.3,-111.7,1331.1,22.379,40.89,18.58,-0.939393939,0,847.0915317,16.61771009,0
3309,0,110.377,0.98,1,-47.501,21.96,516.5,-111.3,1330.7,22.374,40.859,18.45,-8.515151515,0,686.3383844,15.86270647,0
3310,0,110.41,0.98,1,-47.439,21.548,516.9,-111.3,1331.1,22.205,40.578,18.597,-9,6.176470588,756.7356962,15.86270647,0
3311,0,110.444,0.98,1,-46.876,21.895,516.9,-111.1,1331.2,22.415,40.272,18.513,-15.93939394,0,719.0775557,15.84203261,0
3312,0,110.477,0.98,1,-45.973,25.334,520,-111.4,1338.4,22.313,39.746,18.591,-60.24242424,0,501.2777178,16.07408351,0
3313,0,110.51,0.98,1,-40.901,32.217,525.4,-111.3,1349.1,21.676,37.758,19.546,-42.70588235,0,481.8919133,22.29413428,0
3314,0,110.544,0.93,1,-39.549,30.543,528.4,-110.9,1353.4,21.079,36.306,20.274,-66.48484848,6.212121212,372.456576,103.4934369,0
3315,0,110.577,0.93,1,-39.159,29.845,534.6,-111.1,1364,21.284,34.112,20.736,-69.38235294,11.5,382.1880882,164.8380374,0
3316,0,110.611,0.93,1,-37.759,28.81,542,-111.2,1376.2,21.675,31.753,21.069,-79.18181818,6.454545455,376.1736465,173.4841559,0
3317,0,110.644,0.98,1,-34.242,27.333,547.7,-110.6,1381.9,21.888,29.14,20.744,-47.06060606,2.212121212,500.4814017,185.074469,0
3318,0,110.677,0.98,1,-35.857,30.153,552.9,-109.9,1385.5,21.961,27.587,19.419,-60.73529412,1.264705882,543.1271102,176.0528841,0
3319,0,110.711,0.98,1,-34.356,28.263,558,-109.1,1389.9,22.004,25.522,19.073,-99.39393939,0,700.1200006,165.548839,0
3320,0,110.744,0.98,1,-30.975,32.812,561.1,-107.8,1388.4,21.396,22.242,19.415,-107.4242424,0,805.0396271,147.5095712,0
3321,0,110.777,0.98,1,-27.583,33.553,561.6,-105.6,1379.5,20.839,18.697,19.769,-98.14705882,6.5,698.8928114,124.8917591,0
3322,0,110.811,0.98,1,-22.895,33.846,561.9,-103.1,1371.3,21.06,15.36,20.229,-71.42424242,12.54545455,731.781482,115.7752396,0
3323,0,110.844,0.98,1,-17.433,34.256,566,-101.6,1370.8,21.474,13.003,20.19,-66.3030303,34.15151515,796.5405213,130.4718299,0
3324,0,110.877,0.98,1,-14.457,33.321,570.9,-100,1373.1,22.601,10.815,20.162,-92.58823529,33.14705882,806.1186555,108.8411842,0
3325,0,110.911,0.98,1,-10.05,34.539,570.5,-97.5,1361.5,23.728,7.667,19.344,-72.63636364,20.03030303,500.4582825,66.76004434,0
3326,0,110.944,0.98,1,-6.839,34.911,571.6,-95.5,1355.7,24.389,5.27,19.145,-44.26470588,0,288.3425494,58.68841539,0
3327,0,110.978,0.98,1,-5.823,34.735,574.3,-94.5,1356.4,24.292,3.765,18.941,-41,14.15151515,241.1237947,58.68841539,0
3328,0,111.011,0.98,1,-4.389,35.369,577,-93.4,1357.2,24.759,2.412,18.708,-34.18181818,6.909090909,173.4173577,56.85480057,0
3329,0,111.044,0.98,1,-3.675,35.417,580.8,-92.8,1360.9,24.987,1.284,18.387,-25.88235294,9.676470588,114.3117203,59.90265524,0
3330,0,111.078,0.98,1,-3.778,34.939,580.6,-91.8,1356.7,25.316,0.404,18.344,-27.24242424,17.66666667,76.15152547,59.41269887,0
3331,0,111.111,0.98,1,-3.76,35.268,581.6,-91.5,1356.8,25.899,-0.495,18.218,-4.03030303,19.36363636,15.78870175,38.1707255,22.38202375
3332,0,111.144,0.98,1,-2.532,35.065,583.9,-91.7,1360.7,26.538,-0.628,18.241,-8.911764706,4.235294118,15.85272043,5.23183391,0
3333,0,111.178,0.98,1,-2.221,34.799,583.6,-91.2,1358,26.682,-0.931,18.019,-9.939393939,0,19.13421079,6.016778035,0
3334,0,111.211,0.98,1,-1.375,35.228,584.5,-91.1,1358.9,26.4,-1.259,17.966,0,0,13.79944904,5.874664862,0
3335,0,111.244,0.98,1,-0.833,35.422,587.3,-91.7,1363.5,26.168,-1.23,17.818,0,0,13.55490256,5.874664862,0
3336,0,111.278,0.98,1,-1.315,35.378,587.5,-91.7,1362.3,25.92,-1.197,17.713,0,0,13.55490256,5.874664862,0
3337,0,111.311,0.98,1,-1.748,35.263,589.7,-92.2,1366,25.829,-1.003,17.612,0,0,13.55490256,5.874664862,0
3338,0,111.345,0.98,1,-1.748,34.959,591.6,-92.4,1368.8,25.423,-0.809,17.522,0,0,13.55490256,5.874664862,0
3339,0,111.378,0.98,1,-1.886,34.702,591.8,-92.5,1369.1,25.167,-0.657,17.46,0,0,13.55490256,5.874664862,0
3340,0,111.411,0.98,1,-2.068,34.663,592.7,-92.6,1370.3,25.141,-0.507,17.535,0,6.352941176,13.17948169,5.656682903,0
3341,0,111.445,0.98,1,-2.452,35.02,592.8,-92.6,1370.2,25.357,-0.233,17.403,0,0,13.17948169,5.046011794,0
3342,0,111.478,0.98,1,-2.201,35.198,593,-92.6,1369.4,25.204,-0.114,17.401,-10.78787879,5.212121212,12.90313488,25.21102205,12.30788716
3343,0,111.511,0.98,1,-1.758,35.395,591.2,-92.6,1364.3,25.376,-0.47,17.391,-6,1.764705882,4.145701969,54.36472905,50.21902708
3344,0,111.545,0.98,1,-2.383,35.101,589.2,-92.7,1358.9,25.436,-0.674,17.342,-0.848484848,0,2.113480767,54.58129321,52.46781244
3345,0,111.578,0.98,1,-1.943,35.095,588.2,-92.8,1356.2,25.333,-0.702,17.493,0,0,2.205185695,53.16179022,50.95660453
3346,0,111.612,0.98,1,-2.287,34.596,591.3,-93.9,1362.7,24.361,-0.113,17.402,0,0,2.205185695,60.71465578,58.50947008
3347,0,111.645,0.98,1,-2.188,34.423,592.6,-95.1,1363.4,23.949,0.236,17.099,0,0,3.670105656,60.71465578,57.04455012
3348,0,111.678,0.98,1,-2.42,34.279,593.8,-95.8,1365.4,23.69,0.554,16.903,0,0,3.523758045,55.46031318,51.93655514
3349,0,111.712,0.98,1,-2.196,34.441,593.7,-96.4,1363.9,23.624,0.721,16.661,-1.666666667,1.363636364,3.523758045,53.1566707,49.63291265
3350,0,111.745,0.98,1,-2.188,34.893,594.1,-96.7,1363.8,23.669,0.666,16.682,0,5.757575758,3.710164594,55.21959945,51.50943486
3351,0,111.778,0.98,1,-3.056,34.71,594.9,-96.9,1366,23.859,0.882,16.657,-3.5,15.85294118,3.710164594,60.66323965,56.95307506
3352,0,111.812,0.98,1,-2.977,34.755,594.3,-96.4,1365.2,24.398,0.763,16.8,0,20,3.187729458,54.06287121,50.87514175
3353,0,111.845,0.98,1,-3.062,35.397,594.2,-95.2,1366.1,25.058,0.916,16.85,-3.515151515,1.424242424,3.187729458,28.55286923,25.36513977
3354,0,111.878,0.98,1,-2.898,35.897,593.1,-94,1364.9,25.105,0.8,17.201,0,8.117647059,2.383122485,29.33680904,26.95368655
3355,0,111.912,0.98,1,-3.151,36.384,594,-93.3,1366.3,25.381,1.074,17.154,0,16.3030303,2.383122485,26.90714213,24.52401964
3356,0,111.945,0.98,1,-3.17,36.388,593.9,-92.1,1366.2,25.919,1.239,17.18,-4.911764706,0,2.383122485,2.776461586,0.3933391
3357,0,111.979,0.98,1,-2.912,36.102,594,-91.4,1366.9,25.914,1.072,17.576,-0.606060606,5.212121212,0.036730946,4.114365881,4.077634935
3358,0,112.012,0.98,1,-3.449,36.366,595.1,-90.6,1370.2,26.086,1.052,17.992,0,1.545454545,0,7.999296811,7.999296811
3359,0,112.045,0.98,1,-3.079,36.365,593.5,-90.1,1367.7,26.137,1.168,18.343,0,0,0,8.202357723,8.202357723
3360,0,112.079,0.98,1,-6.089,35.525,595,-90.4,1374.2,25.839,1.179,18.679,0,0,0,8.202357723,8.202357723
3361,0,112.112,0.98,1,-13.3,30.254,593.4,-91.5,1375.7,24.465,2.406,19.069,0,0,0,378.4458235,378.4458235
3362,0,112.145,0.98,1,-15.454,34.032,591.4,-93,1378.7,24.175,4.545,19.237,0,0,0,722.2256119,722.2256119
3363,0,112.179,0.98,1,-14.917,37.278,589.6,-95.1,1385.3,23.43,8.124,19.414,0,0,0,966.7265152,966.7265152
3364,0,112.212,0.98,1,-21.94,35.837,592.9,-98.4,1407,22.896,14.408,18.952,0,0,0,1031.376428,1031.376428
3365,0,112.245,0.98,1,-25.94,35.242,582.8,-99.7,1395.4,21.617,18.615,20.1,0,0,1.45785124,943.8684334,942.4105822
3366,0,112.279,0.98,1,-28.737,34.651,572.6,-100.7,1382.4,20.982,21.757,20.689,0,4.484848485,5.460000763,858.9225719,853.4625712
3367,0,112.312,0.98,1,-34.504,32.085,566.5,-101.3,1377.5,21.13,25.684,20.216,0,8.382352941,89.45619803,888.2612445,798.8050464
3368,0,112.346,0.98,1,-39.308,28.275,561,-101.9,1371.9,21.415,28.835,19.703,0,0,107.8215359,827.209525,719.3879891
3369,0,112.379,0.98,1,-40.312,26.47,555.4,-101.3,1365.9,21.212,30.893,19.63,0,0,199.8871147,706.5825071,506.6953924
3370,0,112.412,0.98,1,-42.423,24.529,552.5,-100.9,1365.7,21.126,33.899,19.672,0,62.29411765,331.3180011,576.2872929,244.9692918
3371,0,112.446,0.98,1,-44.804,25.192,548.5,-99.6,1361.3,23.244,36.394,19.185,0,67.57575758,702.7222684,538.706682,0
3372,0,112.479,0.98,1,-45.501,24.605,545.4,-98.3,1355.9,25.474,37.376,18.737,0,67.78787879,1327.742086,624.495371,0
3373,0,112.512,0.98,1,-46.331,26.032,543.4,-97.6,1351.5,27.711,37.544,18.457,0,57.94117647,2257.651897,606.9999492,0
3374,0,112.546,0.98,1,-47.011,26.421,541.4,-96.9,1347,29.681,37.61,18.3,-3.818181818,33.66666667,2121.280269,574.4948229,0
3375,0,112.579,0.98,1,-47.007,26.949,539.2,-96.7,1341.8,30.792,37.484,18.157,-6.764705882,16.91176471,1791.025437,612.1442783,0
3376,0,112.613,0.98,1,-47.31,27.5,539.2,-96.6,1341.9,31.367,37.254,17.979,-30.18181818,0,1440.189861,619.8204908,0
3377,0,112.646,0.98,1,-45.044,31.238,540.2,-96.3,1344,31.217,36.258,18.315,-18.81818182,27.18181818,1351.066494,573.5775493,0
3378,0,112.679,0.88,1,-42.415,39.866,547.4,-96.1,1359.8,32.114,35.637,18.663,-37.67647059,49.91176471,1338.109001,612.7346569,0
3379,0,112.713,0.88,1,-41.222,33.981,555.4,-95.4,1376.9,33.811,34.356,18.9,-48.63636364,65.18181818,1587.896099,515.8268484,0
3380,0,112.746,0.88,1,-38.53,34.023,563,-94,1389.8,35.962,32.751,18.454,-79.27272727,42.63636364,1872.313452,191.7855725,0
3381,0,112.779,0.88,1,-38.624,35.234,570.3,-92.2,1400,37.369,30.135,18.563,-107.9411765,0,2204.533535,159.1683294,0
3382,0,112.813,0.93,1,-33.957,37.13,570.9,-88.9,1391.7,36.559,26.465,19.069,-140.3030303,0,2027.670808,249.0465051,0
3383,0,112.846,0.93,1,-28.665,33.2,574.6,-86.1,1389.9,32.264,21.835,20.224,-90.06060606,0,979.7483763,280.8397213,0
3384,0,112.879,0.93,1,-24.667,35.27,580.6,-84.5,1393.9,32.052,18.863,20.372,-72.38235294,0,553.0343556,291.3998562,0
3385,0,112.913,0.88,1,-22.539,35.561,586.9,-83.9,1400.1,31.767,16.402,20.995,-48.87878788,11.06060606,278.6520373,291.3998562,12.74781891
3386,0,112.946,0.88,1,-19.585,34.733,592.3,-82.9,1405.4,32.132,14.789,21.229,-42.91176471,18.35294118,170.8610752,320.0741871,149.2131119
3387,0,112.98,0.88,1,-18.984,35.587,600.8,-83,1418.8,32.756,13.33,21.078,-20,0,86.9154101,346.7850046,259.8695946
3388,0,113.013,0.88,1,-18.245,32.764,610.7,-83.2,1435.8,32.397,12.67,21.008,-11.48484848,0,228.649053,346.7850046,118.1359516
3389,0,113.046,0.88,1,-18.112,35.656,618.4,-83,1448.2,32.368,12.291,20.778,-11.35294118,2.647058824,238.16829,346.7850046,108.6167147
3390,0,113.08,0.88,1,-18.61,36.917,622.5,-82.5,1453.6,32.458,11.905,20.457,0,38.21212121,233.4985206,354.6392565,121.1407359
3391,0,113.113,0.88,1,-15.007,39.094,625.4,-82.1,1456.7,33.719,11.967,19.812,-6.727272727,38.78787879,185.52253,299.671018,114.148488
3392,0,113.146,0.88,1,-12.891,40.84,625.2,-81.5,1453,34.999,11.745,19.413,-4.205882353,33.67647059,173.6231182,208.207986,34.58486781
3393,0,113.18,0.88,1,-11.705,40.4,621.6,-80.4,1441.9,36.144,11.602,19.01,-32.48484848,34.75757576,141.8727521,120.3384247,0
3394,0,113.213,0.88,1,-9.082,40.564,620.7,-80.3,1437.1,37.291,10.53,19.09,-15,0,179.6679955,0.044444444,0
3395,0,113.246,0.88,1,-9.778,40.921,620.5,-80.5,1434.1,36.92,10.035,19.645,-14.64705882,0,213.5003752,0.044444444,0
3396,0,113.28,0.88,1,-9.661,40.3,622.7,-81.1,1436.8,36.763,9.537,20.076,-20.78787879,0,233.3038144,0.044444444,0
3397,0,113.313,0.98,1,-9.631,41.362,621.1,-80.5,1430.3,35.331,8.851,20.202,-51.26470588,0,262.3652607,0.044444444,0
3398,0,113.347,0.98,1,-8.863,40.158,616.6,-79,1416.8,32.049,7.108,21.095,-28.78787879,0,105.9686149,3.378277727,0
3399,0,113.38,0.93,1,-8.44,36.827,619.5,-78.7,1421.7,30.63,6.158,21.753,-23.42424242,0,120.5081081,7.759365712,0
3400,0,113.413,0.93,1,-8.762,34.426,622.1,-78.8,1425.7,29.614,5.385,22.049,-20.94117647,0,320.7702194,96.62181072,0
3401,0,113.447,0.93,1,-7.441,35.025,624.2,-78.7,1429.7,29.526,4.673,22.199,-10.75757576,0,323.4500597,112.1862069,0
3402,0,113.48,0.93,1,-6.904,36.246,623.2,-78.5,1426.1,29.334,4.318,22.139,-15.09090909,0.666666667,341.5681847,110.1875281,0
3403,0,113.513,0.93,1,-5.788,35.35,624.1,-78.3,1427.5,29.356,3.82,21.994,-0.352941176,0,356.5138337,105.97926,0
3404,0,113.547,0.93,1,-5.513,34.881,626.3,-78.7,1431.6,29.094,3.808,21.708,-1.424242424,0,357.380773,105.3713653,0
3405,0,113.58,0.98,1,-6.138,34.534,627.6,-78.9,1434.2,29.068,3.761,21.423,-4.411764706,0,347.5566191,105.3713653,0
3406,0,113.614,0.98,1,-4.509,33.955,628.3,-79.3,1435.7,28.854,3.611,21.189,0,0,349.1195034,99.76122104,0
3407,0,113.647,0.98,1,-3.534,35.033,627.6,-79.6,1434,28.722,3.676,20.923,-10.15151515,5.848484848,349.1195034,97.05775035,0
3408,0,113.68,0.98,1,-3.726,35.479,626.1,-79.8,1429.7,28.915,3.341,20.695,-32.26470588,7.382352941,352.9680015,103.0982888,0
3409,0,113.714,0.98,1,-2.597,34.387,623.1,-79.6,1422,29.166,2.244,20.547,-57.15151515,31.39393939,306.7241596,105.1865741,0
3410,0,113.747,0.98,1,-1.989,35.365,621.3,-79.5,1416.5,30.202,0.358,20.009,-6.454545455,18.48484848,9.348369658,35.00916834,25.66079868
3411,0,113.78,0.98,1,-2.604,37.142,620,-79.3,1412.6,30.812,0.145,19.286,-0.264705882,1.588235294,11.18061367,12.73911787,1.558504199
3412,0,113.814,0.98,1,-2.856,37.51,622.4,-79.4,1416.7,30.866,0.136,19.053,0,6.515151515,10.56194972,12.5562296,1.994279881
3413,0,113.847,0.98,1,-2.706,37.884,622.9,-79.2,1418.1,31.081,0.274,18.886,0,0.393939394,9.702520654,11.12171028,1.419189624
3414,0,113.88,0.98,1,-2.091,38.185,624.1,-79.4,1419.7,31.094,0.386,18.797,-7.823529412,0,9.702520654,10.88595882,1.18343817
3415,0,113.914,0.98,1,-2.829,37.787,624.8,-79.3,1420.1,31.049,0.12,19.021,-3.515151515,5.272727273,7.924910644,13.92109449,5.996183851
3416,0,113.947,0.98,1,-2.883,37.729,625.9,-79.6,1421.3,31.223,0.004,19.009,0,1.764705882,8.660636423,13.81783386,5.157197433
3417,0,113.981,0.98,1,-2.706,37.794,627,-79.5,1423.1,31.283,0.221,18.855,-5.484848485,0,8.660636423,14.74059091,6.079954485
3418,0,114.014,0.98,1,-2.798,37.918,627.1,-79.4,1422.7,31.052,0.04,19.035,0,2.696969697,9.44563369,13.4332467,3.987613015
3419,0,114.047,0.98,1,-2.932,37.83,626.6,-79,1421.4,31.141,0.244,19.095,-2,10.73529412,14.31083112,14.98305615,0.672225029
3420,0,114.081,0.98,1,-3.864,37.381,627.5,-78.9,1422.9,31.506,0.176,19.136,-8.212121212,0,16.59549595,9.961664317,0
3421,0,114.114,0.98,1,-3.427,37.412,626.8,-78.4,1420.6,31.42,-0.095,19.468,-4.151515152,3.575757576,18.67062287,9.961664317,0
3422,0,114.147,0.98,1,-3.057,37.791,627.8,-78.6,1422.3,31.538,-0.232,19.563,-1.617647059,2.411764706,32.55329451,10.56506013,0
3423,0,114.181,0.98,1,-2.85,37.786,627,-78,1420.1,31.62,-0.287,19.556,0,0.909090909,30.27257388,10.63682115,0
3424,0,114.214,0.98,1,-2.452,38.012,627.8,-77.8,1421.9,31.65,-0.177,19.672,0,9.333333333,30.27257388,16.60088657,0
