frame, face_id, timestamp, confidence, success, gaze_angle_x, gaze_angle_y, face_x, face_y, face_z, up/down, turn, tilt
37, 0, 2.581, 0.98, 1, -4.198, -7.849, -125.4, -15.9, 675.3, -16.007, 10.679, 8.947
38, 0, 2.636, 0.98, 1, -4.250, -7.913, -126.7, -16.4, 673.6, -16.102, 10.946, 8.434
39, 0, 2.689, 0.98, 1, -4.352, -8.285, -127.6, -16.6, 674.0, -16.362, 11.132, 8.215
40, 0, 2.745, 0.98, 1, -4.303, -7.816, -128.9, -17.8, 673.8, -15.900, 11.144, 8.210
41, 0, 2.797, 0.98, 1, -4.126, -8.062, -129.9, -18.8, 675.1, -16.187, 10.957, 8.302
42, 0, 2.849, 0.98, 1, -3.501, -8.242, -130.8, -20.3, 674.2, -16.372, 10.016, 8.152
43, 0, 2.899, 0.98, 1, -3.153, -8.143, -131.5, -21.5, 673.7, -16.348, 9.497, 7.615
44, 0, 2.951, 0.98, 1, -2.999, -7.921, -132.2, -22.4, 674.3, -16.105, 9.439, 7.368
45, 0, 3.004, 0.98, 1, -2.652, -7.877, -133.3, -24.6, 673.4, -16.016, 8.962, 6.883
46, 0, 3.057, 0.98, 1, -2.492, -7.434, -134.6, -25.9, 676.4, -15.417, 8.655, 6.777
47, 0, 3.108, 0.98, 1, -1.763, -7.800, -136.2, -27.7, 680.0, -15.575, 7.667, 6.465
48, 0, 3.164, 0.98, 1, -1.185, -7.829, -136.8, -28.3, 682.1, -15.398, 6.848, 6.459
49, 0, 3.208, 0.98, 1, -0.168, -8.010, -137.3, -29.0, 681.5, -15.859, 5.349, 6.629
50, 0, 3.269, 0.98, 1, 0.417, -7.977, -137.7, -28.9, 679.8, -15.994, 4.612, 6.593
51, 0, 3.320, 0.98, 1, 1.391, -7.961, -139.8, -28.1, 677.4, -15.783, 3.593, 5.985
52, 0, 3.375, 0.98, 1, 1.882, -7.827, -140.6, -27.3, 675.1, -15.617, 3.024, 5.481
53, 0, 3.428, 0.93, 1, 2.659, -7.293, -142.5, -25.7, 674.6, -14.843, 2.179, 5.115
54, 0, 3.485, 0.93, 1, 3.655, -7.226, -143.3, -24.3, 673.7, -14.449, 0.897, 4.806
55, 0, 3.538, 0.98, 1, 4.241, -7.426, -143.2, -23.5, 670.9, -14.618, 0.176, 4.441
56, 0, 3.593, 0.98, 1, 4.633, -7.285, -144.1, -22.4, 671.5, -14.320, -0.441, 4.162
57, 0, 3.645, 0.98, 1, 4.779, -7.262, -145.0, -21.7, 674.9, -14.197, -0.764, 4.070
58, 0, 3.703, 0.98, 1, 4.978, -7.513, -144.6, -21.2, 674.8, -14.377, -1.045, 4.001
59, 0, 3.755, 0.98, 1, 5.097, -7.909, -144.2, -21.1, 684.2, -14.984, -1.564, 4.036
60, 0, 3.807, 0.98, 1, 4.991, -7.452, -143.3, -21.2, 688.5, -14.455, -1.340, 3.845
61, 0, 3.856, 0.98, 1, 5.097, -6.998, -141.0, -21.3, 694.1, -13.800, -1.398, 4.049
62, 0, 3.905, 0.98, 1, 4.794, -6.547, -138.2, -21.5, 698.3, -13.437, -0.898, 4.403
63, 0, 3.952, 0.98, 1, 4.361, -5.701, -136.7, -21.5, 699.4, -12.571, -0.076, 4.166
64, 0, 4.000, 0.98, 1, 3.457, -5.989, -133.8, -20.9, 690.8, -12.695, 0.737, 5.044
65, 0, 4.053, 0.93, 1, 3.123, -6.072, -132.9, -20.7, 689.7, -12.629, 1.003, 5.617
66, 0, 4.103, 0.98, 1, 2.911, -6.634, -131.6, -20.2, 686.7, -13.192, 1.126, 5.948
67, 0, 4.155, 0.98, 1, 2.811, -6.710, -129.7, -19.7, 685.8, -13.321, 1.030, 6.178
68, 0, 4.209, 0.98, 1, 2.940, -7.268, -128.4, -19.6, 684.7, -13.723, 0.707, 6.244
69, 0, 4.256, 0.98, 1, 3.090, -8.374, -126.1, -19.6, 680.5, -14.991, 0.446, 6.077
70, 0, 4.308, 0.98, 1, 2.803, -8.680, -124.4, -19.6, 677.6, -15.490, 0.807, 6.219
71, 0, 4.359, 0.98, 1, 2.534, -8.143, -123.7, -19.5, 678.6, -15.046, 0.973, 6.739
72, 0, 4.415, 0.98, 1, 2.721, -7.959, -122.7, -19.2, 680.4, -15.281, 0.471, 6.888
73, 0, 4.466, 0.98, 1, 4.093, -6.914, -119.5, -18.6, 691.1, -14.323, -1.513, 6.483
74, 0, 4.513, 0.98, 1, 6.734, -5.275, -110.7, -17.2, 689.3, -11.696, -5.133, 7.302
75, 0, 4.562, 0.98, 1, 8.011, -3.800, -104.1, -16.1, 686.1, -9.616, -7.025, 8.045
76, 0, 4.612, 0.98, 1, 11.458, -2.680, -91.8, -12.3, 671.9, -8.164, -12.524, 8.639
77, 0, 4.659, 0.98, 1, 13.404, -2.259, -82.4, -9.5, 661.6, -7.943, -15.541, 8.936
78, 0, 4.715, 0.98, 1, 16.793, -0.175, -70.2, -5.8, 641.8, -6.441, -20.406, 8.863
79, 0, 4.761, 0.98, 1, 17.889, 0.591, -62.8, -4.1, 641.9, -6.342, -21.644, 8.835
80, 0, 4.818, 0.98, 1, 17.780, 0.550, -57.5, -3.0, 647.7, -7.167, -21.368, 8.687
81, 0, 4.868, 0.98, 1, 18.498, 0.327, -49.2, -1.8, 647.9, -7.487, -22.395, 8.516
82, 0, 4.920, 0.98, 1, 17.815, 0.412, -43.1, -1.3, 652.9, -7.535, -21.373, 8.532
83, 0, 4.973, 0.98, 1, 17.553, 0.208, -40.3, -1.3, 659.6, -7.613, -20.872, 8.485
84, 0, 5.026, 0.98, 1, 17.653, 0.313, -35.3, -0.9, 659.8, -7.482, -21.068, 8.731
85, 0, 5.073, 0.98, 1, 18.129, 0.450, -32.8, -0.7, 664.8, -7.225, -21.721, 8.782
86, 0, 5.133, 0.98, 1, 19.064, 1.070, -28.7, 0.4, 666.9, -6.168, -23.175, 9.062
87, 0, 5.183, 0.98, 1, 19.618, 1.115, -27.1, 1.0, 669.7, -6.031, -24.027, 9.007
88, 0, 5.239, 0.98, 1, 20.548, 1.522, -25.7, 1.8, 673.9, -5.474, -25.395, 8.748
89, 0, 5.289, 0.98, 1, 20.920, 1.762, -26.1, 1.7, 677.5, -5.440, -25.846, 8.153
90, 0, 5.342, 0.98, 1, 21.159, 1.719, -26.6, 1.4, 679.4, -5.436, -26.101, 7.722
91, 0, 5.392, 0.98, 1, 21.705, 0.955, -27.9, 0.8, 680.8, -6.267, -26.750, 7.076
92, 0, 5.446, 0.98, 1, 21.844, 0.678, -28.6, 0.6, 682.1, -6.389, -26.822, 6.794
93, 0, 5.496, 0.98, 1, 21.993, 0.777, -30.2, 0.1, 684.3, -6.456, -26.863, 6.199
94, 0, 5.546, 0.98, 1, 22.019, 0.431, -31.2, -0.2, 684.7, -6.753, -26.857, 5.916
95, 0, 5.599, 0.98, 1, 21.545, -0.537, -34.1, -1.1, 683.9, -7.660, -26.097, 5.153
96, 0, 5.651, 0.98, 1, 20.233, -1.291, -39.1, -2.1, 682.6, -8.511, -23.855, 4.113
97, 0, 5.704, 0.98, 1, 18.867, -1.412, -42.9, -2.9, 681.7, -8.630, -21.708, 3.349
98, 0, 5.757, 0.98, 1, 16.744, -1.371, -47.4, -3.6, 679.0, -8.740, -18.364, 2.601
99, 0, 5.805, 0.98, 1, 12.898, -0.422, -56.5, -4.5, 667.5, -8.052, -12.043, 1.722
100, 0, 5.857, 0.98, 1, 9.663, -1.954, -63.0, -5.1, 660.2, -9.489, -7.259, 2.128
101, 0, 5.905, 0.98, 1, 6.814, -1.952, -72.3, -5.6, 652.0, -9.913, -2.706, 1.959
102, 0, 5.957, 0.98, 1, 4.834, -2.267, -78.9, -6.4, 645.7, -10.291, 0.309, 2.069
103, 0, 6.007, 0.98, 1, 4.392, -2.501, -81.8, -7.1, 647.5, -10.474, 0.885, 2.140
104, 0, 6.060, 0.98, 1, 3.197, -2.506, -85.7, -7.7, 641.0, -10.206, 2.484, 2.634
105, 0, 6.111, 0.98, 1, 3.099, -1.561, -88.6, -8.2, 643.9, -8.799, 2.180, 3.645
106, 0, 6.165, 0.98, 1, 2.095, -0.912, -93.4, -8.1, 645.3, -8.537, 3.238, 4.228
107, 0, 6.225, 0.98, 1, 1.720, -1.110, -96.2, -8.4, 646.3, -8.718, 3.571, 4.667
108, 0, 6.285, 0.98, 1, 0.603, -1.634, -100.9, -8.9, 643.7, -8.930, 5.303, 4.810
109, 0, 6.334, 0.98, 1, -0.301, -2.439, -106.2, -9.2, 642.7, -9.841, 6.658, 5.069
110, 0, 6.387, 0.98, 1, -0.339, -2.756, -111.9, -9.4, 642.1, -10.336, 6.783, 5.160
111, 0, 6.438, 0.98, 1, -1.453, -3.309, -116.4, -9.7, 649.6, -11.204, 8.085, 5.450
112, 0, 6.491, 0.98, 1, -2.037, -4.377, -121.0, -10.3, 658.0, -12.023, 8.509, 5.993
113, 0, 6.537, 0.98, 1, -2.965, -4.855, -127.2, -10.8, 661.9, -12.232, 9.780, 6.441
114, 0, 6.593, 0.98, 1, -3.572, -5.103, -130.7, -11.4, 666.6, -12.489, 10.439, 6.947
115, 0, 6.645, 0.98, 1, -4.111, -5.244, -135.8, -12.1, 670.8, -12.341, 11.134, 7.224
116, 0, 6.702, 0.98, 1, -4.341, -5.364, -140.0, -12.4, 672.9, -12.351, 11.589, 7.240
117, 0, 6.752, 0.98, 1, -4.468, -5.531, -143.4, -12.4, 673.8, -12.672, 11.944, 6.970
118, 0, 6.808, 0.98, 1, -4.468, -5.449, -145.4, -12.5, 676.6, -12.580, 11.899, 7.131
119, 0, 6.856, 0.98, 1, -4.474, -5.459, -146.7, -12.6, 677.3, -12.631, 11.890, 7.251
120, 0, 6.910, 0.98, 1, -4.252, -5.984, -148.0, -13.0, 677.5, -13.202, 11.668, 7.061
121, 0, 6.964, 0.98, 1, -4.223, -6.141, -148.9, -13.5, 678.9, -13.229, 11.571, 7.173
122, 0, 7.013, 0.98, 1, -4.203, -6.056, -148.8, -13.7, 678.5, -13.160, 11.581, 7.344
123, 0, 7.067, 0.98, 1, -4.265, -5.986, -149.0, -13.9, 679.3, -13.156, 11.705, 7.538
124, 0, 7.118, 0.98, 1, -4.241, -6.010, -148.7, -13.8, 678.9, -13.164, 11.612, 7.530
125, 0, 7.169, 0.98, 1, -4.452, -6.010, -148.4, -13.7, 678.2, -13.198, 11.956, 7.653
126, 0, 7.223, 0.98, 1, -4.370, -5.982, -148.1, -13.7, 677.6, -13.150, 11.821, 7.710
127, 0, 7.274, 0.98, 1, -4.629, -5.594, -147.3, -13.4, 676.7, -12.849, 12.190, 7.727
128, 0, 7.322, 0.98, 1, -4.576, -5.667, -146.5, -13.1, 675.5, -12.979, 12.107, 7.853
129, 0, 7.375, 0.98, 1, -4.729, -5.225, -144.5, -12.8, 673.1, -12.615, 12.125, 8.022
130, 0, 7.429, 0.98, 1, -4.461, -5.209, -141.4, -12.8, 666.9, -12.961, 11.638, 8.136
131, 0, 7.477, 0.98, 1, -4.307, -5.150, -139.0, -12.5, 660.2, -13.148, 11.469, 7.937
132, 0, 7.531, 0.98, 1, -4.264, -5.263, -137.3, -12.1, 656.0, -13.452, 11.573, 8.024
133, 0, 7.584, 0.98, 1, -4.426, -5.197, -134.6, -11.4, 651.2, -13.769, 11.738, 8.158
134, 0, 7.637, 0.98, 1, -4.554, -4.989, -132.1, -10.7, 646.5, -14.033, 12.012, 8.149
135, 0, 7.689, 0.98, 1, -4.359, -5.254, -130.8, -10.4, 643.9, -14.361, 11.818, 7.979
136, 0, 7.741, 0.98, 1, -4.312, -5.207, -129.3, -10.4, 642.4, -14.386, 11.819, 8.180
137, 0, 7.791, 0.98, 1, -4.290, -5.078, -128.7, -10.5, 641.7, -14.320, 11.750, 8.230
138, 0, 7.843, 0.98, 1, -4.359, -5.224, -128.1, -10.6, 641.6, -14.439, 11.909, 8.387
139, 0, 7.895, 0.98, 1, -4.254, -5.394, -128.0, -10.6, 642.3, -14.552, 11.803, 8.361
140, 0, 7.947, 0.98, 1, -4.209, -5.542, -127.6, -10.5, 641.3, -14.726, 11.711, 8.298
141, 0, 7.992, 0.98, 1, -4.191, -5.466, -127.5, -10.3, 641.3, -14.646, 11.668, 8.281
142, 0, 8.052, 0.98, 1, -4.215, -5.521, -127.8, -10.0, 642.4, -14.539, 11.724, 8.251
143, 0, 8.101, 0.98, 1, -4.304, -5.491, -128.3, -9.9, 644.4, -14.410, 11.807, 8.407
144, 0, 8.152, 0.98, 1, -4.263, -5.381, -128.6, -10.0, 644.9, -14.327, 11.739, 8.323
145, 0, 8.203, 0.98, 1, -4.365, -5.325, -129.1, -10.1, 645.9, -14.246, 11.767, 8.482
146, 0, 8.256, 0.98, 1, -4.331, -5.291, -129.7, -10.2, 646.3, -14.057, 11.755, 8.630
147, 0, 8.306, 0.98, 1, -4.416, -5.116, -130.5, -10.1, 647.4, -14.071, 11.740, 8.570
148, 0, 8.360, 0.98, 1, -4.370, -5.194, -130.7, -10.0, 647.0, -14.091, 11.701, 8.709
149, 0, 8.406, 0.98, 1, -4.291, -5.161, -131.3, -10.2, 648.9, -14.055, 11.504, 8.709
150, 0, 8.460, 0.98, 1, -4.271, -4.960, -131.9, -10.3, 651.0, -13.611, 11.454, 8.870
151, 0, 8.511, 0.98, 1, -4.186, -4.736, -132.0, -10.4, 651.8, -13.315, 11.257, 8.966
152, 0, 8.565, 0.98, 1, -4.236, -4.752, -132.4, -10.3, 652.9, -13.293, 11.308, 8.952
153, 0, 8.612, 0.98, 1, -4.223, -4.792, -131.9, -10.2, 650.9, -13.477, 11.218, 8.903
154, 0, 8.665, 0.98, 1, -4.231, -4.779, -132.2, -10.3, 652.6, -13.322, 11.212, 9.004
155, 0, 8.718, 0.98, 1, -4.235, -4.788, -131.9, -10.4, 652.3, -13.336, 11.169, 8.899
156, 0, 8.772, 0.98, 1, -4.248, -5.100, -131.5, -10.5, 651.7, -13.715, 11.230, 8.923
157, 0, 8.826, 0.98, 1, -4.203, -4.909, -131.4, -10.6, 652.1, -13.532, 11.129, 9.088
158, 0, 8.874, 0.98, 1, -4.319, -5.142, -131.2, -10.6, 652.0, -13.750, 11.362, 9.144
159, 0, 8.927, 0.98, 1, -4.333, -5.321, -130.4, -10.7, 650.6, -14.040, 11.411, 9.323
160, 0, 8.982, 0.98, 1, -4.038, -5.678, -129.8, -11.0, 651.0, -14.404, 10.889, 9.221
161, 0, 9.035, 0.98, 1, -4.147, -5.606, -129.6, -11.1, 651.5, -14.203, 10.974, 9.257
162, 0, 9.085, 0.98, 1, -4.204, -5.878, -129.6, -11.3, 653.6, -14.384, 10.969, 9.413
163, 0, 9.138, 0.98, 1, -4.375, -6.054, -130.0, -11.5, 655.8, -14.452, 11.173, 9.597
164, 0, 9.191, 0.98, 1, -4.981, -5.660, -131.7, -11.6, 664.0, -14.797, 11.466, 9.756
165, 0, 9.243, 0.98, 1, -5.360, -4.896, -132.6, -11.8, 668.1, -14.387, 11.585, 9.652
166, 0, 9.292, 0.98, 1, -5.467, -4.885, -133.7, -12.0, 673.0, -14.240, 11.636, 9.654
167, 0, 9.346, 0.98, 1, -5.615, -4.916, -134.0, -12.1, 673.8, -14.200, 11.772, 9.705
168, 0, 9.400, 0.98, 1, -5.492, -5.604, -133.8, -12.2, 671.0, -14.249, 12.012, 9.754
169, 0, 9.452, 0.98, 1, -5.424, -6.058, -134.2, -12.5, 668.4, -14.297, 12.357, 9.761
170, 0, 9.505, 0.98, 1, -5.656, -5.949, -134.3, -12.5, 666.8, -14.233, 12.707, 9.869
171, 0, 9.556, 0.98, 1, -5.778, -5.837, -135.0, -12.5, 666.8, -13.939, 13.053, 9.783
172, 0, 9.615, 0.98, 1, -5.561, -5.834, -135.5, -12.4, 668.2, -13.911, 12.864, 9.718
173, 0, 9.665, 0.98, 1, -5.796, -5.594, -136.0, -12.5, 669.2, -13.652, 13.156, 10.001
174, 0, 9.715, 0.98, 1, -5.537, -5.485, -136.6, -13.0, 670.0, -13.433, 12.903, 9.950
175, 0, 9.768, 0.98, 1, -5.704, -5.239, -137.0, -13.2, 670.9, -13.151, 13.119, 10.029
176, 0, 9.821, 0.98, 1, -5.669, -5.277, -137.1, -13.2, 669.8, -13.164, 13.110, 9.987
177, 0, 9.873, 0.98, 1, -5.704, -5.192, -137.7, -13.2, 671.1, -13.063, 13.232, 9.948
178, 0, 9.925, 0.98, 1, -5.726, -5.038, -137.9, -13.0, 670.6, -12.940, 13.259, 9.884
179, 0, 9.977, 0.98, 1, -5.760, -5.070, -138.0, -12.9, 670.2, -12.901, 13.333, 9.829
180, 0, 10.026, 0.98, 1, -5.664, -5.273, -138.7, -12.9, 671.8, -12.975, 13.262, 9.878
181, 0, 10.085, 0.98, 1, -5.670, -5.306, -138.6, -13.0, 670.6, -13.141, 13.261, 9.817
182, 0, 10.137, 0.98, 1, -5.730, -5.375, -138.6, -13.2, 670.8, -13.296, 13.349, 9.934
183, 0, 10.187, 0.98, 1, -5.837, -5.338, -139.0, -13.5, 672.5, -13.290, 13.453, 10.154
184, 0, 10.239, 0.98, 1, -5.871, -5.407, -139.1, -13.6, 673.3, -13.328, 13.481, 10.207
185, 0, 10.291, 0.98, 1, -5.835, -5.323, -138.9, -13.6, 672.9, -13.221, 13.404, 10.267
186, 0, 10.340, 0.98, 1, -5.857, -5.379, -139.2, -13.5, 674.5, -13.159, 13.421, 10.338
187, 0, 10.392, 0.98, 1, -5.767, -5.590, -139.0, -13.3, 673.4, -13.397, 13.230, 10.143
188, 0, 10.443, 0.98, 1, -5.765, -5.518, -139.1, -13.3, 673.3, -13.342, 13.227, 10.017
189, 0, 10.493, 0.98, 1, -5.655, -5.724, -139.8, -13.3, 674.3, -13.430, 13.073, 9.992
190, 0, 10.552, 0.98, 1, -5.778, -5.649, -140.1, -13.2, 673.8, -13.390, 13.256, 9.917
191, 0, 10.601, 0.98, 1, -5.781, -5.570, -141.2, -13.1, 675.8, -13.183, 13.324, 9.860
192, 0, 10.656, 0.98, 1, -5.795, -5.579, -141.7, -13.0, 675.8, -13.198, 13.330, 9.855
193, 0, 10.709, 0.98, 1, -5.634, -5.667, -143.0, -12.9, 676.7, -13.091, 13.145, 9.762
194, 0, 10.756, 0.98, 1, -5.555, -5.761, -144.5, -12.7, 677.1, -13.282, 12.981, 9.410
195, 0, 10.813, 0.98, 1, -5.468, -5.721, -145.3, -12.6, 677.3, -13.286, 12.974, 9.289
196, 0, 10.866, 0.98, 1, -5.437, -5.817, -146.1, -12.3, 674.8, -13.407, 13.026, 9.202
197, 0, 10.918, 0.98, 1, -5.300, -5.884, -147.5, -12.4, 677.8, -13.367, 12.868, 9.215
198, 0, 10.973, 0.98, 1, -5.262, -6.366, -149.1, -12.3, 677.3, -13.784, 13.004, 9.016
199, 0, 11.024, 0.98, 1, -5.241, -6.379, -150.3, -12.4, 678.5, -13.829, 13.029, 8.983
200, 0, 11.082, 0.98, 1, -5.282, -6.403, -152.0, -12.2, 678.6, -13.894, 13.188, 8.789
201, 0, 11.128, 0.98, 1, -5.615, -6.464, -153.6, -11.9, 678.7, -14.070, 13.655, 8.639
202, 0, 11.184, 0.98, 1, -5.632, -6.412, -154.5, -11.8, 679.5, -14.134, 13.710, 8.568
203, 0, 11.238, 0.98, 1, -5.553, -6.473, -156.0, -11.6, 679.2, -14.007, 13.735, 8.380
204, 0, 11.293, 0.93, 1, -5.539, -6.549, -156.8, -11.6, 679.5, -14.101, 13.763, 8.215
205, 0, 11.344, 0.93, 1, -5.424, -6.522, -158.2, -11.3, 678.6, -14.029, 13.752, 7.899
206, 0, 11.399, 0.98, 1, -5.285, -6.512, -160.3, -11.3, 680.6, -13.959, 13.626, 7.573
207, 0, 11.450, 0.98, 1, -5.478, -6.057, -161.1, -11.2, 680.4, -13.559, 13.932, 7.570
208, 0, 11.504, 0.98, 1, -5.272, -5.771, -162.5, -11.0, 679.3, -13.189, 13.772, 7.380
209, 0, 11.557, 0.93, 1, -5.359, -5.756, -163.8, -10.6, 678.4, -13.171, 13.856, 7.107
210, 0, 11.610, 0.98, 1, -5.363, -6.100, -164.5, -10.3, 677.9, -13.656, 13.894, 6.890
211, 0, 11.657, 0.98, 1, -5.222, -6.171, -164.9, -10.0, 677.0, -13.948, 13.794, 6.448
212, 0, 11.710, 0.98, 1, -5.064, -6.439, -165.9, -9.8, 676.5, -14.156, 13.719, 6.178
213, 0, 11.763, 0.98, 1, -5.048, -6.383, -166.8, -9.6, 676.3, -13.990, 13.703, 6.139
214, 0, 11.819, 0.98, 1, -5.054, -5.825, -167.3, -9.6, 677.1, -13.366, 13.688, 6.285
215, 0, 11.870, 0.98, 1, -4.952, -6.345, -168.2, -9.3, 677.7, -13.935, 13.613, 5.869
216, 0, 11.921, 0.98, 1, -5.054, -6.242, -168.4, -9.2, 677.5, -13.917, 13.820, 5.647
217, 0, 11.971, 0.98, 1, -4.974, -6.346, -168.8, -9.3, 678.2, -13.962, 13.706, 5.649
218, 0, 12.029, 0.98, 1, -4.929, -6.349, -168.8, -9.2, 678.2, -14.047, 13.676, 5.623
219, 0, 12.118, 0.98, 1, -4.879, -6.345, -168.8, -9.3, 679.3, -13.995, 13.674, 5.614
220, 0, 12.166, 0.98, 1, -4.805, -6.760, -167.9, -9.2, 677.9, -14.604, 13.439, 5.607
221, 0, 12.213, 0.98, 1, -4.912, -6.771, -167.9, -9.4, 679.0, -14.616, 13.583, 5.631
222, 0, 12.270, 0.98, 1, -4.791, -6.751, -167.6, -9.4, 678.8, -14.599, 13.444, 5.612
223, 0, 12.311, 0.98, 1, -4.893, -7.069, -167.2, -9.3, 678.9, -14.867, 13.566, 5.650
224, 0, 12.370, 0.98, 1, -4.915, -6.981, -166.7, -9.4, 678.2, -14.848, 13.542, 5.615
225, 0, 12.413, 0.98, 1, -4.973, -6.883, -166.1, -9.4, 677.7, -14.856, 13.599, 5.680
226, 0, 12.463, 0.98, 1, -4.950, -6.858, -165.8, -9.5, 678.1, -14.736, 13.504, 5.842
227, 0, 12.510, 0.98, 1, -4.833, -7.072, -165.0, -9.7, 677.6, -14.941, 13.296, 5.945
228, 0, 12.560, 0.98, 1, -5.392, -6.565, -165.5, -9.4, 682.0, -15.175, 13.676, 6.003
229, 0, 12.606, 0.93, 1, -5.465, -5.896, -166.0, -9.4, 685.4, -14.998, 13.354, 6.035
230, 0, 12.657, 0.98, 1, -5.516, -5.810, -165.6, -9.4, 685.1, -14.959, 13.357, 6.098
231, 0, 12.707, 0.98, 1, -5.306, -6.499, -164.2, -9.5, 682.2, -15.177, 13.326, 6.314
232, 0, 12.751, 0.98, 1, -5.095, -6.846, -163.8, -9.7, 682.0, -15.001, 13.347, 6.316
233, 0, 12.800, 0.98, 1, -5.038, -7.015, -163.2, -9.8, 680.7, -14.904, 13.339, 6.366
234, 0, 12.851, 0.98, 1, -4.951, -6.922, -163.3, -9.9, 682.1, -14.648, 13.253, 6.408
235, 0, 12.898, 0.98, 1, -5.022, -7.071, -162.7, -10.0, 681.4, -14.870, 13.301, 6.592
236, 0, 12.946, 0.98, 1, -5.020, -6.901, -162.3, -10.0, 680.9, -14.766, 13.257, 6.854
237, 0, 12.994, 0.98, 1, -5.124, -6.931, -162.2, -10.1, 681.4, -14.747, 13.299, 6.904
238, 0, 13.039, 0.98, 1, -5.177, -6.833, -161.7, -9.9, 681.8, -14.580, 13.422, 6.832
239, 0, 13.086, 0.98, 1, -5.262, -6.653, -161.2, -9.8, 681.5, -14.370, 13.501, 6.919
